"","IC","Model","N","J","TAU0","TAU1","G10","G20","p_choose"
"1091","WAIC",4,20,10,0.04,0.04,0.2,0.4,0
"1092","LOO",4,20,10,0.04,0.04,0.2,0.4,0
"1093","DIC",5,20,10,0.04,0.04,0.2,0.4,0.13
"1094","WAIC",5,20,10,0.04,0.04,0.2,0.4,0.17
"1095","LOO",5,20,10,0.04,0.04,0.2,0.4,0.15
"1096","DIC",1,50,10,0.04,0.04,0.2,0.4,0.39
"1097","WAIC",1,50,10,0.04,0.04,0.2,0.4,0.48
"1098","LOO",1,50,10,0.04,0.04,0.2,0.4,0.52
"1099","DIC",2,50,10,0.04,0.04,0.2,0.4,0.11
"1100","WAIC",2,50,10,0.04,0.04,0.2,0.4,0.11
"1101","LOO",2,50,10,0.04,0.04,0.2,0.4,0.17
"1102","DIC",3,50,10,0.04,0.04,0.2,0.4,0.31
"1103","WAIC",3,50,10,0.04,0.04,0.2,0.4,0.24
"1104","LOO",3,50,10,0.04,0.04,0.2,0.4,0.14
"1105","DIC",4,50,10,0.04,0.04,0.2,0.4,0
"1106","WAIC",4,50,10,0.04,0.04,0.2,0.4,0
"1107","LOO",4,50,10,0.04,0.04,0.2,0.4,0
"1108","DIC",5,50,10,0.04,0.04,0.2,0.4,0.19
"1109","WAIC",5,50,10,0.04,0.04,0.2,0.4,0.17
"1110","LOO",5,50,10,0.04,0.04,0.2,0.4,0.17
"1111","DIC",1,70,10,0.04,0.04,0.2,0.4,0.55
"1112","WAIC",1,70,10,0.04,0.04,0.2,0.4,0.6
"1113","LOO",1,70,10,0.04,0.04,0.2,0.4,0.63
"1114","DIC",2,70,10,0.04,0.04,0.2,0.4,0.08
"1115","WAIC",2,70,10,0.04,0.04,0.2,0.4,0.11
"1116","LOO",2,70,10,0.04,0.04,0.2,0.4,0.11
"1117","DIC",3,70,10,0.04,0.04,0.2,0.4,0.22
"1118","WAIC",3,70,10,0.04,0.04,0.2,0.4,0.16
"1119","LOO",3,70,10,0.04,0.04,0.2,0.4,0.12
"1120","DIC",4,70,10,0.04,0.04,0.2,0.4,0
"1121","WAIC",4,70,10,0.04,0.04,0.2,0.4,0
"1122","LOO",4,70,10,0.04,0.04,0.2,0.4,0
"1123","DIC",5,70,10,0.04,0.04,0.2,0.4,0.15
"1124","WAIC",5,70,10,0.04,0.04,0.2,0.4,0.13
"1125","LOO",5,70,10,0.04,0.04,0.2,0.4,0.14
"1126","DIC",1,20,50,0.04,0.04,0.2,0.4,0.53
"1127","WAIC",1,20,50,0.04,0.04,0.2,0.4,0.76
"1128","LOO",1,20,50,0.04,0.04,0.2,0.4,0.76
"1129","DIC",2,20,50,0.04,0.04,0.2,0.4,0.02
"1130","WAIC",2,20,50,0.04,0.04,0.2,0.4,0
"1131","LOO",2,20,50,0.04,0.04,0.2,0.4,0.01
"1132","DIC",3,20,50,0.04,0.04,0.2,0.4,0.21
"1133","WAIC",3,20,50,0.04,0.04,0.2,0.4,0.1
"1134","LOO",3,20,50,0.04,0.04,0.2,0.4,0.09
"1135","DIC",4,20,50,0.04,0.04,0.2,0.4,0
"1136","WAIC",4,20,50,0.04,0.04,0.2,0.4,0
"1137","LOO",4,20,50,0.04,0.04,0.2,0.4,0
"1138","DIC",5,20,50,0.04,0.04,0.2,0.4,0.24
"1139","WAIC",5,20,50,0.04,0.04,0.2,0.4,0.14
"1140","LOO",5,20,50,0.04,0.04,0.2,0.4,0.14
"1141","DIC",1,50,50,0.04,0.04,0.2,0.4,0.54
"1142","WAIC",1,50,50,0.04,0.04,0.2,0.4,0.62
"1143","LOO",1,50,50,0.04,0.04,0.2,0.4,0.62
"1144","DIC",2,50,50,0.04,0.04,0.2,0.4,0
"1145","WAIC",2,50,50,0.04,0.04,0.2,0.4,0
"1146","LOO",2,50,50,0.04,0.04,0.2,0.4,0
"1147","DIC",3,50,50,0.04,0.04,0.2,0.4,0.24
"1148","WAIC",3,50,50,0.04,0.04,0.2,0.4,0.15
"1149","LOO",3,50,50,0.04,0.04,0.2,0.4,0.15
"1150","DIC",4,50,50,0.04,0.04,0.2,0.4,0
"1151","WAIC",4,50,50,0.04,0.04,0.2,0.4,0
"1152","LOO",4,50,50,0.04,0.04,0.2,0.4,0
"1153","DIC",5,50,50,0.04,0.04,0.2,0.4,0.22
"1154","WAIC",5,50,50,0.04,0.04,0.2,0.4,0.23
"1155","LOO",5,50,50,0.04,0.04,0.2,0.4,0.23
"1156","DIC",1,70,50,0.04,0.04,0.2,0.4,0.48
"1157","WAIC",1,70,50,0.04,0.04,0.2,0.4,0.62
"1158","LOO",1,70,50,0.04,0.04,0.2,0.4,0.62
"1159","DIC",2,70,50,0.04,0.04,0.2,0.4,0
"1160","WAIC",2,70,50,0.04,0.04,0.2,0.4,0
"1161","LOO",2,70,50,0.04,0.04,0.2,0.4,0
"1162","DIC",3,70,50,0.04,0.04,0.2,0.4,0.23
"1163","WAIC",3,70,50,0.04,0.04,0.2,0.4,0.19
"1164","LOO",3,70,50,0.04,0.04,0.2,0.4,0.19
"1165","DIC",4,70,50,0.04,0.04,0.2,0.4,0
"1166","WAIC",4,70,50,0.04,0.04,0.2,0.4,0
"1167","LOO",4,70,50,0.04,0.04,0.2,0.4,0
"1168","DIC",5,70,50,0.04,0.04,0.2,0.4,0.29
"1169","WAIC",5,70,50,0.04,0.04,0.2,0.4,0.19
"1170","LOO",5,70,50,0.04,0.04,0.2,0.4,0.19
"1171","DIC",1,20,100,0.04,0.04,0.2,0.4,0.5
"1172","WAIC",1,20,100,0.04,0.04,0.2,0.4,0.65
"1173","LOO",1,20,100,0.04,0.04,0.2,0.4,0.65
"1174","DIC",2,20,100,0.04,0.04,0.2,0.4,0
"1175","WAIC",2,20,100,0.04,0.04,0.2,0.4,0.01
"1176","LOO",2,20,100,0.04,0.04,0.2,0.4,0.01
"1177","DIC",3,20,100,0.04,0.04,0.2,0.4,0.28
"1178","WAIC",3,20,100,0.04,0.04,0.2,0.4,0.19
"1179","LOO",3,20,100,0.04,0.04,0.2,0.4,0.18
"1180","DIC",4,20,100,0.04,0.04,0.2,0.4,0
"1181","WAIC",4,20,100,0.04,0.04,0.2,0.4,0
"1182","LOO",4,20,100,0.04,0.04,0.2,0.4,0
"1183","DIC",5,20,100,0.04,0.04,0.2,0.4,0.22
"1184","WAIC",5,20,100,0.04,0.04,0.2,0.4,0.15
"1185","LOO",5,20,100,0.04,0.04,0.2,0.4,0.16
"1186","DIC",1,50,100,0.04,0.04,0.2,0.4,0.52
"1187","WAIC",1,50,100,0.04,0.04,0.2,0.4,0.61
"1188","LOO",1,50,100,0.04,0.04,0.2,0.4,0.63
"1189","DIC",2,50,100,0.04,0.04,0.2,0.4,0
"1190","WAIC",2,50,100,0.04,0.04,0.2,0.4,0
"1191","LOO",2,50,100,0.04,0.04,0.2,0.4,0
"1192","DIC",3,50,100,0.04,0.04,0.2,0.4,0.28
"1193","WAIC",3,50,100,0.04,0.04,0.2,0.4,0.22
"1194","LOO",3,50,100,0.04,0.04,0.2,0.4,0.2
"1195","DIC",4,50,100,0.04,0.04,0.2,0.4,0
"1196","WAIC",4,50,100,0.04,0.04,0.2,0.4,0
"1197","LOO",4,50,100,0.04,0.04,0.2,0.4,0
"1198","DIC",5,50,100,0.04,0.04,0.2,0.4,0.2
"1199","WAIC",5,50,100,0.04,0.04,0.2,0.4,0.17
"1200","LOO",5,50,100,0.04,0.04,0.2,0.4,0.17
"1201","DIC",1,70,100,0.04,0.04,0.2,0.4,0.42
"1202","WAIC",1,70,100,0.04,0.04,0.2,0.4,0.64
"1203","LOO",1,70,100,0.04,0.04,0.2,0.4,0.65
"1204","DIC",2,70,100,0.04,0.04,0.2,0.4,0
"1205","WAIC",2,70,100,0.04,0.04,0.2,0.4,0
"1206","LOO",2,70,100,0.04,0.04,0.2,0.4,0
"1207","DIC",3,70,100,0.04,0.04,0.2,0.4,0.26
"1208","WAIC",3,70,100,0.04,0.04,0.2,0.4,0.18
"1209","LOO",3,70,100,0.04,0.04,0.2,0.4,0.17
"1210","DIC",4,70,100,0.04,0.04,0.2,0.4,0
"1211","WAIC",4,70,100,0.04,0.04,0.2,0.4,0
"1212","LOO",4,70,100,0.04,0.04,0.2,0.4,0
"1213","DIC",5,70,100,0.04,0.04,0.2,0.4,0.32
"1214","WAIC",5,70,100,0.04,0.04,0.2,0.4,0.18
"1215","LOO",5,70,100,0.04,0.04,0.2,0.4,0.18
"1216","DIC",1,20,10,0.16,0.04,0.2,0.4,0.49
"1217","WAIC",1,20,10,0.16,0.04,0.2,0.4,0.47
"1218","LOO",1,20,10,0.16,0.04,0.2,0.4,0.51
"1219","DIC",2,20,10,0.16,0.04,0.2,0.4,0.18
"1220","WAIC",2,20,10,0.16,0.04,0.2,0.4,0.21
"1221","LOO",2,20,10,0.16,0.04,0.2,0.4,0.24
"1222","DIC",3,20,10,0.16,0.04,0.2,0.4,0.21
"1223","WAIC",3,20,10,0.16,0.04,0.2,0.4,0.21
"1224","LOO",3,20,10,0.16,0.04,0.2,0.4,0.13
"1225","DIC",4,20,10,0.16,0.04,0.2,0.4,0
"1226","WAIC",4,20,10,0.16,0.04,0.2,0.4,0
"1227","LOO",4,20,10,0.16,0.04,0.2,0.4,0
"1228","DIC",5,20,10,0.16,0.04,0.2,0.4,0.12
"1229","WAIC",5,20,10,0.16,0.04,0.2,0.4,0.11
"1230","LOO",5,20,10,0.16,0.04,0.2,0.4,0.12
"1231","DIC",1,50,10,0.16,0.04,0.2,0.4,0.46
"1232","WAIC",1,50,10,0.16,0.04,0.2,0.4,0.52
"1233","LOO",1,50,10,0.16,0.04,0.2,0.4,0.54
"1234","DIC",2,50,10,0.16,0.04,0.2,0.4,0.1
"1235","WAIC",2,50,10,0.16,0.04,0.2,0.4,0.12
"1236","LOO",2,50,10,0.16,0.04,0.2,0.4,0.2
"1237","DIC",3,50,10,0.16,0.04,0.2,0.4,0.28
"1238","WAIC",3,50,10,0.16,0.04,0.2,0.4,0.25
"1239","LOO",3,50,10,0.16,0.04,0.2,0.4,0.17
"1240","DIC",4,50,10,0.16,0.04,0.2,0.4,0
"1241","WAIC",4,50,10,0.16,0.04,0.2,0.4,0
"1242","LOO",4,50,10,0.16,0.04,0.2,0.4,0
"1243","DIC",5,50,10,0.16,0.04,0.2,0.4,0.16
"1244","WAIC",5,50,10,0.16,0.04,0.2,0.4,0.11
"1245","LOO",5,50,10,0.16,0.04,0.2,0.4,0.09
"1246","DIC",1,70,10,0.16,0.04,0.2,0.4,0.45
"1247","WAIC",1,70,10,0.16,0.04,0.2,0.4,0.49
"1248","LOO",1,70,10,0.16,0.04,0.2,0.4,0.64
"1249","DIC",2,70,10,0.16,0.04,0.2,0.4,0.02
"1250","WAIC",2,70,10,0.16,0.04,0.2,0.4,0.04
"1251","LOO",2,70,10,0.16,0.04,0.2,0.4,0.05
"1252","DIC",3,70,10,0.16,0.04,0.2,0.4,0.34
"1253","WAIC",3,70,10,0.16,0.04,0.2,0.4,0.31
"1254","LOO",3,70,10,0.16,0.04,0.2,0.4,0.15
"1255","DIC",4,70,10,0.16,0.04,0.2,0.4,0
"1256","WAIC",4,70,10,0.16,0.04,0.2,0.4,0
"1257","LOO",4,70,10,0.16,0.04,0.2,0.4,0
"1258","DIC",5,70,10,0.16,0.04,0.2,0.4,0.19
"1259","WAIC",5,70,10,0.16,0.04,0.2,0.4,0.16
"1260","LOO",5,70,10,0.16,0.04,0.2,0.4,0.16
"1261","DIC",1,20,50,0.16,0.04,0.2,0.4,0.56
"1262","WAIC",1,20,50,0.16,0.04,0.2,0.4,0.69
"1263","LOO",1,20,50,0.16,0.04,0.2,0.4,0.7
"1264","DIC",2,20,50,0.16,0.04,0.2,0.4,0.01
"1265","WAIC",2,20,50,0.16,0.04,0.2,0.4,0.01
"1266","LOO",2,20,50,0.16,0.04,0.2,0.4,0.01
"1267","DIC",3,20,50,0.16,0.04,0.2,0.4,0.17
"1268","WAIC",3,20,50,0.16,0.04,0.2,0.4,0.12
"1269","LOO",3,20,50,0.16,0.04,0.2,0.4,0.12
"1270","DIC",4,20,50,0.16,0.04,0.2,0.4,0
"1271","WAIC",4,20,50,0.16,0.04,0.2,0.4,0
"1272","LOO",4,20,50,0.16,0.04,0.2,0.4,0
"1273","DIC",5,20,50,0.16,0.04,0.2,0.4,0.26
"1274","WAIC",5,20,50,0.16,0.04,0.2,0.4,0.18
"1275","LOO",5,20,50,0.16,0.04,0.2,0.4,0.17
"1276","DIC",1,50,50,0.16,0.04,0.2,0.4,0.52
"1277","WAIC",1,50,50,0.16,0.04,0.2,0.4,0.61
"1278","LOO",1,50,50,0.16,0.04,0.2,0.4,0.61
"1279","DIC",2,50,50,0.16,0.04,0.2,0.4,0
"1280","WAIC",2,50,50,0.16,0.04,0.2,0.4,0
"1281","LOO",2,50,50,0.16,0.04,0.2,0.4,0
"1282","DIC",3,50,50,0.16,0.04,0.2,0.4,0.27
"1283","WAIC",3,50,50,0.16,0.04,0.2,0.4,0.19
"1284","LOO",3,50,50,0.16,0.04,0.2,0.4,0.19
"1285","DIC",4,50,50,0.16,0.04,0.2,0.4,0
"1286","WAIC",4,50,50,0.16,0.04,0.2,0.4,0
"1287","LOO",4,50,50,0.16,0.04,0.2,0.4,0
"1288","DIC",5,50,50,0.16,0.04,0.2,0.4,0.21
"1289","WAIC",5,50,50,0.16,0.04,0.2,0.4,0.2
"1290","LOO",5,50,50,0.16,0.04,0.2,0.4,0.2
"1291","DIC",1,70,50,0.16,0.04,0.2,0.4,0.35
"1292","WAIC",1,70,50,0.16,0.04,0.2,0.4,0.62
"1293","LOO",1,70,50,0.16,0.04,0.2,0.4,0.62
"1294","DIC",2,70,50,0.16,0.04,0.2,0.4,0
"1295","WAIC",2,70,50,0.16,0.04,0.2,0.4,0
"1296","LOO",2,70,50,0.16,0.04,0.2,0.4,0
"1297","DIC",3,70,50,0.16,0.04,0.2,0.4,0.41
"1298","WAIC",3,70,50,0.16,0.04,0.2,0.4,0.16
"1299","LOO",3,70,50,0.16,0.04,0.2,0.4,0.16
"1300","DIC",4,70,50,0.16,0.04,0.2,0.4,0
"1301","WAIC",4,70,50,0.16,0.04,0.2,0.4,0
"1302","LOO",4,70,50,0.16,0.04,0.2,0.4,0
"1303","DIC",5,70,50,0.16,0.04,0.2,0.4,0.24
"1304","WAIC",5,70,50,0.16,0.04,0.2,0.4,0.22
"1305","LOO",5,70,50,0.16,0.04,0.2,0.4,0.22
"1306","DIC",1,20,100,0.16,0.04,0.2,0.4,0.54
"1307","WAIC",1,20,100,0.16,0.04,0.2,0.4,0.68
"1308","LOO",1,20,100,0.16,0.04,0.2,0.4,0.69
"1309","DIC",2,20,100,0.16,0.04,0.2,0.4,0
"1310","WAIC",2,20,100,0.16,0.04,0.2,0.4,0
"1311","LOO",2,20,100,0.16,0.04,0.2,0.4,0
"1312","DIC",3,20,100,0.16,0.04,0.2,0.4,0.22
"1313","WAIC",3,20,100,0.16,0.04,0.2,0.4,0.17
"1314","LOO",3,20,100,0.16,0.04,0.2,0.4,0.16
"1315","DIC",4,20,100,0.16,0.04,0.2,0.4,0
"1316","WAIC",4,20,100,0.16,0.04,0.2,0.4,0
"1317","LOO",4,20,100,0.16,0.04,0.2,0.4,0
"1318","DIC",5,20,100,0.16,0.04,0.2,0.4,0.24
"1319","WAIC",5,20,100,0.16,0.04,0.2,0.4,0.15
"1320","LOO",5,20,100,0.16,0.04,0.2,0.4,0.15
"1321","DIC",1,50,100,0.16,0.04,0.2,0.4,0.44
"1322","WAIC",1,50,100,0.16,0.04,0.2,0.4,0.68
"1323","LOO",1,50,100,0.16,0.04,0.2,0.4,0.68
"1324","DIC",2,50,100,0.16,0.04,0.2,0.4,0
"1325","WAIC",2,50,100,0.16,0.04,0.2,0.4,0
"1326","LOO",2,50,100,0.16,0.04,0.2,0.4,0
"1327","DIC",3,50,100,0.16,0.04,0.2,0.4,0.33
"1328","WAIC",3,50,100,0.16,0.04,0.2,0.4,0.14
"1329","LOO",3,50,100,0.16,0.04,0.2,0.4,0.14
"1330","DIC",4,50,100,0.16,0.04,0.2,0.4,0
"1331","WAIC",4,50,100,0.16,0.04,0.2,0.4,0
"1332","LOO",4,50,100,0.16,0.04,0.2,0.4,0
"1333","DIC",5,50,100,0.16,0.04,0.2,0.4,0.23
"1334","WAIC",5,50,100,0.16,0.04,0.2,0.4,0.18
"1335","LOO",5,50,100,0.16,0.04,0.2,0.4,0.18
"1336","DIC",1,70,100,0.16,0.04,0.2,0.4,0.41
"1337","WAIC",1,70,100,0.16,0.04,0.2,0.4,0.57
"1338","LOO",1,70,100,0.16,0.04,0.2,0.4,0.59
"1339","DIC",2,70,100,0.16,0.04,0.2,0.4,0
"1340","WAIC",2,70,100,0.16,0.04,0.2,0.4,0
"1341","LOO",2,70,100,0.16,0.04,0.2,0.4,0
"1342","DIC",3,70,100,0.16,0.04,0.2,0.4,0.27
"1343","WAIC",3,70,100,0.16,0.04,0.2,0.4,0.2
"1344","LOO",3,70,100,0.16,0.04,0.2,0.4,0.18
"1345","DIC",4,70,100,0.16,0.04,0.2,0.4,0
"1346","WAIC",4,70,100,0.16,0.04,0.2,0.4,0
"1347","LOO",4,70,100,0.16,0.04,0.2,0.4,0
"1348","DIC",5,70,100,0.16,0.04,0.2,0.4,0.32
"1349","WAIC",5,70,100,0.16,0.04,0.2,0.4,0.23
"1350","LOO",5,70,100,0.16,0.04,0.2,0.4,0.23
"1351","DIC",1,20,10,0.04,0.16,0.2,0.4,0.55
"1352","WAIC",1,20,10,0.04,0.16,0.2,0.4,0.59
"1353","LOO",1,20,10,0.04,0.16,0.2,0.4,0.61
"1354","DIC",2,20,10,0.04,0.16,0.2,0.4,0
"1355","WAIC",2,20,10,0.04,0.16,0.2,0.4,0
"1356","LOO",2,20,10,0.04,0.16,0.2,0.4,0.01
"1357","DIC",3,20,10,0.04,0.16,0.2,0.4,0.23
"1358","WAIC",3,20,10,0.04,0.16,0.2,0.4,0.22
"1359","LOO",3,20,10,0.04,0.16,0.2,0.4,0.16
"1360","DIC",4,20,10,0.04,0.16,0.2,0.4,0
"1361","WAIC",4,20,10,0.04,0.16,0.2,0.4,0
"1362","LOO",4,20,10,0.04,0.16,0.2,0.4,0
"1363","DIC",5,20,10,0.04,0.16,0.2,0.4,0.22
"1364","WAIC",5,20,10,0.04,0.16,0.2,0.4,0.19
"1365","LOO",5,20,10,0.04,0.16,0.2,0.4,0.22
"1366","DIC",1,50,10,0.04,0.16,0.2,0.4,0.48
"1367","WAIC",1,50,10,0.04,0.16,0.2,0.4,0.57
"1368","LOO",1,50,10,0.04,0.16,0.2,0.4,0.59
"1369","DIC",2,50,10,0.04,0.16,0.2,0.4,0
"1370","WAIC",2,50,10,0.04,0.16,0.2,0.4,0
"1371","LOO",2,50,10,0.04,0.16,0.2,0.4,0
"1372","DIC",3,50,10,0.04,0.16,0.2,0.4,0.36
"1373","WAIC",3,50,10,0.04,0.16,0.2,0.4,0.3
"1374","LOO",3,50,10,0.04,0.16,0.2,0.4,0.26
"1375","DIC",4,50,10,0.04,0.16,0.2,0.4,0
"1376","WAIC",4,50,10,0.04,0.16,0.2,0.4,0
"1377","LOO",4,50,10,0.04,0.16,0.2,0.4,0
"1378","DIC",5,50,10,0.04,0.16,0.2,0.4,0.16
"1379","WAIC",5,50,10,0.04,0.16,0.2,0.4,0.13
"1380","LOO",5,50,10,0.04,0.16,0.2,0.4,0.15
"1381","DIC",1,70,10,0.04,0.16,0.2,0.4,0.47
"1382","WAIC",1,70,10,0.04,0.16,0.2,0.4,0.54
"1383","LOO",1,70,10,0.04,0.16,0.2,0.4,0.61
"1384","DIC",2,70,10,0.04,0.16,0.2,0.4,0
"1385","WAIC",2,70,10,0.04,0.16,0.2,0.4,0
"1386","LOO",2,70,10,0.04,0.16,0.2,0.4,0
"1387","DIC",3,70,10,0.04,0.16,0.2,0.4,0.29
"1388","WAIC",3,70,10,0.04,0.16,0.2,0.4,0.29
"1389","LOO",3,70,10,0.04,0.16,0.2,0.4,0.2
"1390","DIC",4,70,10,0.04,0.16,0.2,0.4,0
"1391","WAIC",4,70,10,0.04,0.16,0.2,0.4,0
"1392","LOO",4,70,10,0.04,0.16,0.2,0.4,0
"1393","DIC",5,70,10,0.04,0.16,0.2,0.4,0.24
"1394","WAIC",5,70,10,0.04,0.16,0.2,0.4,0.17
"1395","LOO",5,70,10,0.04,0.16,0.2,0.4,0.19
"1396","DIC",1,20,50,0.04,0.16,0.2,0.4,0.54
"1397","WAIC",1,20,50,0.04,0.16,0.2,0.4,0.58
"1398","LOO",1,20,50,0.04,0.16,0.2,0.4,0.6
"1399","DIC",2,20,50,0.04,0.16,0.2,0.4,0
"1400","WAIC",2,20,50,0.04,0.16,0.2,0.4,0
"1401","LOO",2,20,50,0.04,0.16,0.2,0.4,0
"1402","DIC",3,20,50,0.04,0.16,0.2,0.4,0.23
"1403","WAIC",3,20,50,0.04,0.16,0.2,0.4,0.26
"1404","LOO",3,20,50,0.04,0.16,0.2,0.4,0.24
"1405","DIC",4,20,50,0.04,0.16,0.2,0.4,0
"1406","WAIC",4,20,50,0.04,0.16,0.2,0.4,0
"1407","LOO",4,20,50,0.04,0.16,0.2,0.4,0
"1408","DIC",5,20,50,0.04,0.16,0.2,0.4,0.23
"1409","WAIC",5,20,50,0.04,0.16,0.2,0.4,0.16
"1410","LOO",5,20,50,0.04,0.16,0.2,0.4,0.16
"1411","DIC",1,50,50,0.04,0.16,0.2,0.4,0.47
"1412","WAIC",1,50,50,0.04,0.16,0.2,0.4,0.64
"1413","LOO",1,50,50,0.04,0.16,0.2,0.4,0.65
"1414","DIC",2,50,50,0.04,0.16,0.2,0.4,0
"1415","WAIC",2,50,50,0.04,0.16,0.2,0.4,0
"1416","LOO",2,50,50,0.04,0.16,0.2,0.4,0
"1417","DIC",3,50,50,0.04,0.16,0.2,0.4,0.26
"1418","WAIC",3,50,50,0.04,0.16,0.2,0.4,0.18
"1419","LOO",3,50,50,0.04,0.16,0.2,0.4,0.18
"1420","DIC",4,50,50,0.04,0.16,0.2,0.4,0
"1421","WAIC",4,50,50,0.04,0.16,0.2,0.4,0
"1422","LOO",4,50,50,0.04,0.16,0.2,0.4,0
"1423","DIC",5,50,50,0.04,0.16,0.2,0.4,0.27
"1424","WAIC",5,50,50,0.04,0.16,0.2,0.4,0.18
"1425","LOO",5,50,50,0.04,0.16,0.2,0.4,0.17
"1426","DIC",1,70,50,0.04,0.16,0.2,0.4,0.55
"1427","WAIC",1,70,50,0.04,0.16,0.2,0.4,0.61
"1428","LOO",1,70,50,0.04,0.16,0.2,0.4,0.61
"1429","DIC",2,70,50,0.04,0.16,0.2,0.4,0
"1430","WAIC",2,70,50,0.04,0.16,0.2,0.4,0
"1431","LOO",2,70,50,0.04,0.16,0.2,0.4,0
"1432","DIC",3,70,50,0.04,0.16,0.2,0.4,0.2
"1433","WAIC",3,70,50,0.04,0.16,0.2,0.4,0.22
"1434","LOO",3,70,50,0.04,0.16,0.2,0.4,0.21
"1435","DIC",4,70,50,0.04,0.16,0.2,0.4,0
"1436","WAIC",4,70,50,0.04,0.16,0.2,0.4,0
"1437","LOO",4,70,50,0.04,0.16,0.2,0.4,0
"1438","DIC",5,70,50,0.04,0.16,0.2,0.4,0.25
"1439","WAIC",5,70,50,0.04,0.16,0.2,0.4,0.17
"1440","LOO",5,70,50,0.04,0.16,0.2,0.4,0.18
"1441","DIC",1,20,100,0.04,0.16,0.2,0.4,0.49
"1442","WAIC",1,20,100,0.04,0.16,0.2,0.4,0.69
"1443","LOO",1,20,100,0.04,0.16,0.2,0.4,0.68
"1444","DIC",2,20,100,0.04,0.16,0.2,0.4,0
"1445","WAIC",2,20,100,0.04,0.16,0.2,0.4,0
"1446","LOO",2,20,100,0.04,0.16,0.2,0.4,0
